sample_index,wine_type,attr_key,attr_value,quality_raw,quality_class_str,quality_class
1461,red,density,0.99664,4.0,low,0
1461,red,pH,3.59,4.0,low,0
1461,red,sulphates,0.61,4.0,low,0
1461,red,alcohol,10.0,4.0,low,0
1462,red,fixed acidity,6.8,6.0,medium,1
1462,red,volatile acidity,0.64,6.0,medium,1
1462,red,citric acid,0.03,6.0,medium,1
1462,red,residual sugar,2.3,6.0,medium,1
1462,red,chlorides,0.075,6.0,medium,1
1462,red,free sulfur dioxide,14.0,6.0,medium,1
1462,red,total sulfur dioxide,31.0,6.0,medium,1
1462,red,density,0.99545,6.0,medium,1
1462,red,pH,3.36,6.0,medium,1
1462,red,sulphates,0.58,6.0,medium,1
1462,red,alcohol,10.4,6.0,medium,1
1463,red,fixed acidity,6.9,6.0,medium,1
1463,red,volatile acidity,0.63,6.0,medium,1
1463,red,citric acid,0.01,6.0,medium,1
1463,red,residual sugar,2.4,6.0,medium,1
1463,red,chlorides,0.076,6.0,medium,1
1463,red,free sulfur dioxide,14.0,6.0,medium,1
1463,red,total sulfur dioxide,39.0,6.0,medium,1
1463,red,density,0.99522,6.0,medium,1
1463,red,pH,3.34,6.0,medium,1
1463,red,sulphates,0.53,6.0,medium,1
1463,red,alcohol,10.8,6.0,medium,1
1464,red,fixed acidity,6.8,5.0,medium,1
1464,red,volatile acidity,0.59,5.0,medium,1
1464,red,citric acid,0.1,5.0,medium,1
1464,red,residual sugar,1.7,5.0,medium,1
1464,red,chlorides,0.063,5.0,medium,1
1464,red,free sulfur dioxide,34.0,5.0,medium,1
1464,red,total sulfur dioxide,53.0,5.0,medium,1
1464,red,density,0.9958,5.0,medium,1
1464,red,pH,3.41,5.0,medium,1
1464,red,sulphates,0.67,5.0,medium,1
1464,red,alcohol,9.7,5.0,medium,1
1465,red,fixed acidity,6.8,5.0,medium,1
1465,red,volatile acidity,0.59,5.0,medium,1
1465,red,citric acid,0.1,5.0,medium,1
1465,red,residual sugar,1.7,5.0,medium,1
1465,red,chlorides,0.063,5.0,medium,1
1465,red,free sulfur dioxide,34.0,5.0,medium,1
1465,red,total sulfur dioxide,53.0,5.0,medium,1
1465,red,density,0.9958,5.0,medium,1
1465,red,pH,3.41,5.0,medium,1
1465,red,sulphates,0.67,5.0,medium,1
1465,red,alcohol,9.7,5.0,medium,1
1466,red,fixed acidity,7.3,7.0,high,2
1466,red,volatile acidity,0.48,7.0,high,2
1466,red,citric acid,0.32,7.0,high,2
1466,red,residual sugar,2.1,7.0,high,2
1466,red,chlorides,0.062,7.0,high,2
1466,red,free sulfur dioxide,31.0,7.0,high,2
1466,red,total sulfur dioxide,54.0,7.0,high,2
1466,red,density,0.99728,7.0,high,2
1466,red,pH,3.3,7.0,high,2
1466,red,sulphates,0.65,7.0,high,2
1466,red,alcohol,10.0,7.0,high,2
1467,red,fixed acidity,6.7,4.0,low,0
1467,red,volatile acidity,1.04,4.0,low,0
1467,red,citric acid,0.08,4.0,low,0
1467,red,residual sugar,2.3,4.0,low,0
1467,red,chlorides,0.067,4.0,low,0
1467,red,free sulfur dioxide,19.0,4.0,low,0
1467,red,total sulfur dioxide,32.0,4.0,low,0
1467,red,density,0.99648,4.0,low,0
1467,red,pH,3.52,4.0,low,0
1467,red,sulphates,0.57,4.0,low,0
1467,red,alcohol,11.0,4.0,low,0
1468,red,fixed acidity,7.3,7.0,high,2
1468,red,volatile acidity,0.48,7.0,high,2
1468,red,citric acid,0.32,7.0,high,2
1468,red,residual sugar,2.1,7.0,high,2
1468,red,chlorides,0.062,7.0,high,2
1468,red,free sulfur dioxide,31.0,7.0,high,2
1468,red,total sulfur dioxide,54.0,7.0,high,2
1468,red,density,0.99728,7.0,high,2
1468,red,pH,3.3,7.0,high,2
1468,red,sulphates,0.65,7.0,high,2
1468,red,alcohol,10.0,7.0,high,2
1469,red,fixed acidity,7.3,3.0,low,0
1469,red,volatile acidity,0.98,3.0,low,0
1469,red,citric acid,0.05,3.0,low,0
1469,red,residual sugar,2.1,3.0,low,0
1469,red,chlorides,0.061,3.0,low,0
1469,red,free sulfur dioxide,20.0,3.0,low,0
1469,red,total sulfur dioxide,49.0,3.0,low,0
1469,red,density,0.99705,3.0,low,0
1469,red,pH,3.31,3.0,low,0
1469,red,sulphates,0.55,3.0,low,0
1469,red,alcohol,9.7,3.0,low,0
1470,red,fixed acidity,10.0,5.0,medium,1
1470,red,volatile acidity,0.69,5.0,medium,1
1470,red,citric acid,0.11,5.0,medium,1
1470,red,residual sugar,1.4,5.0,medium,1
1470,red,chlorides,0.084,5.0,medium,1
1470,red,free sulfur dioxide,8.0,5.0,medium,1
1470,red,total sulfur dioxide,24.0,5.0,medium,1
1470,red,density,0.99578,5.0,medium,1
1470,red,pH,2.88,5.0,medium,1
1470,red,sulphates,0.47,5.0,medium,1
1470,red,alcohol,9.7,5.0,medium,1
1471,red,fixed acidity,6.7,5.0,medium,1
1471,red,volatile acidity,0.7,5.0,medium,1
1471,red,citric acid,0.08,5.0,medium,1
1471,red,residual sugar,3.75,5.0,medium,1
1471,red,chlorides,0.067,5.0,medium,1
1471,red,free sulfur dioxide,8.0,5.0,medium,1
1471,red,total sulfur dioxide,16.0,5.0,medium,1
1471,red,density,0.99334,5.0,medium,1
1471,red,pH,3.43,5.0,medium,1
1471,red,sulphates,0.52,5.0,medium,1
1471,red,alcohol,12.6,5.0,medium,1
1472,red,fixed acidity,7.6,6.0,medium,1
1472,red,volatile acidity,0.35,6.0,medium,1
1472,red,citric acid,0.6,6.0,medium,1
1472,red,residual sugar,2.6,6.0,medium,1
1472,red,chlorides,0.073,6.0,medium,1
1472,red,free sulfur dioxide,23.0,6.0,medium,1
1472,red,total sulfur dioxide,44.0,6.0,medium,1
1472,red,density,0.99656,6.0,medium,1
1472,red,pH,3.38,6.0,medium,1
1472,red,sulphates,0.79,6.0,medium,1
1472,red,alcohol,11.1,6.0,medium,1
1473,red,fixed acidity,6.1,5.0,medium,1
1473,red,volatile acidity,0.6,5.0,medium,1
1473,red,citric acid,0.08,5.0,medium,1
1473,red,residual sugar,1.8,5.0,medium,1
1473,red,chlorides,0.071,5.0,medium,1
1473,red,free sulfur dioxide,14.0,5.0,medium,1
1473,red,total sulfur dioxide,45.0,5.0,medium,1
1473,red,density,0.99336,5.0,medium,1
1473,red,pH,3.38,5.0,medium,1
1473,red,sulphates,0.54,5.0,medium,1
1473,red,alcohol,11.0,5.0,medium,1
1474,red,fixed acidity,9.9,5.0,medium,1
1474,red,volatile acidity,0.5,5.0,medium,1
1474,red,citric acid,0.5,5.0,medium,1
1474,red,residual sugar,13.8,5.0,medium,1
1474,red,chlorides,0.205,5.0,medium,1
1474,red,free sulfur dioxide,48.0,5.0,medium,1
1474,red,total sulfur dioxide,82.0,5.0,medium,1
1474,red,density,1.00242,5.0,medium,1
1474,red,pH,3.16,5.0,medium,1
1474,red,sulphates,0.75,5.0,medium,1
1474,red,alcohol,8.8,5.0,medium,1
1475,red,fixed acidity,5.3,7.0,high,2
1475,red,volatile acidity,0.47,7.0,high,2
1475,red,citric acid,0.11,7.0,high,2
1475,red,residual sugar,2.2,7.0,high,2
1475,red,chlorides,0.048,7.0,high,2
1475,red,free sulfur dioxide,16.0,7.0,high,2
1475,red,total sulfur dioxide,89.0,7.0,high,2
1475,red,density,0.99182,7.0,high,2
1475,red,pH,3.54,7.0,high,2
1475,red,sulphates,0.88,7.0,high,2
1475,red,alcohol,13.5666666666667,7.0,high,2
1476,red,fixed acidity,9.9,5.0,medium,1
1476,red,volatile acidity,0.5,5.0,medium,1
1476,red,citric acid,0.5,5.0,medium,1
1476,red,residual sugar,13.8,5.0,medium,1
1476,red,chlorides,0.205,5.0,medium,1
1476,red,free sulfur dioxide,48.0,5.0,medium,1
1476,red,total sulfur dioxide,82.0,5.0,medium,1
1476,red,density,1.00242,5.0,medium,1
1476,red,pH,3.16,5.0,medium,1
1476,red,sulphates,0.75,5.0,medium,1
1476,red,alcohol,8.8,5.0,medium,1
1477,red,fixed acidity,5.3,7.0,high,2
1477,red,volatile acidity,0.47,7.0,high,2
1477,red,citric acid,0.11,7.0,high,2
1477,red,residual sugar,2.2,7.0,high,2
1477,red,chlorides,0.048,7.0,high,2
1477,red,free sulfur dioxide,16.0,7.0,high,2
1477,red,total sulfur dioxide,89.0,7.0,high,2
1477,red,density,0.99182,7.0,high,2
1477,red,pH,3.54,7.0,high,2
1477,red,sulphates,0.88,7.0,high,2
1477,red,alcohol,13.6,7.0,high,2
1478,red,fixed acidity,7.1,3.0,low,0
1478,red,volatile acidity,0.875,3.0,low,0
1478,red,citric acid,0.05,3.0,low,0
1478,red,residual sugar,5.7,3.0,low,0
1478,red,chlorides,0.082,3.0,low,0
1478,red,free sulfur dioxide,3.0,3.0,low,0
1478,red,total sulfur dioxide,14.0,3.0,low,0
1478,red,density,0.99808,3.0,low,0
1478,red,pH,3.4,3.0,low,0
1478,red,sulphates,0.52,3.0,low,0
1478,red,alcohol,10.2,3.0,low,0
1479,red,fixed acidity,8.2,5.0,medium,1
1479,red,volatile acidity,0.28,5.0,medium,1
1479,red,citric acid,0.6,5.0,medium,1
1479,red,residual sugar,3.0,5.0,medium,1
1479,red,chlorides,0.104,5.0,medium,1
1479,red,free sulfur dioxide,10.0,5.0,medium,1
1479,red,total sulfur dioxide,22.0,5.0,medium,1
1479,red,density,0.99828,5.0,medium,1
1479,red,pH,3.39,5.0,medium,1
1479,red,sulphates,0.68,5.0,medium,1
1479,red,alcohol,10.6,5.0,medium,1
1480,red,fixed acidity,5.6,4.0,low,0
1480,red,volatile acidity,0.62,4.0,low,0
1480,red,citric acid,0.03,4.0,low,0
1480,red,residual sugar,1.5,4.0,low,0
1480,red,chlorides,0.08,4.0,low,0
1480,red,free sulfur dioxide,6.0,4.0,low,0
1480,red,total sulfur dioxide,13.0,4.0,low,0
1480,red,density,0.99498,4.0,low,0
1480,red,pH,3.66,4.0,low,0
1480,red,sulphates,0.62,4.0,low,0
1480,red,alcohol,10.1,4.0,low,0
1481,red,fixed acidity,8.2,5.0,medium,1
1481,red,volatile acidity,0.28,5.0,medium,1
1481,red,citric acid,0.6,5.0,medium,1
1481,red,residual sugar,3.0,5.0,medium,1
1481,red,chlorides,0.104,5.0,medium,1
1481,red,free sulfur dioxide,10.0,5.0,medium,1
1481,red,total sulfur dioxide,22.0,5.0,medium,1
1481,red,density,0.99828,5.0,medium,1
1481,red,pH,3.39,5.0,medium,1
1481,red,sulphates,0.68,5.0,medium,1
1481,red,alcohol,10.6,5.0,medium,1
1482,red,fixed acidity,7.2,4.0,low,0
1482,red,volatile acidity,0.58,4.0,low,0
1482,red,citric acid,0.54,4.0,low,0
1482,red,residual sugar,2.1,4.0,low,0
1482,red,chlorides,0.114,4.0,low,0
1482,red,free sulfur dioxide,3.0,4.0,low,0
1482,red,total sulfur dioxide,9.0,4.0,low,0
1482,red,density,0.99719,4.0,low,0
1482,red,pH,3.33,4.0,low,0
1482,red,sulphates,0.57,4.0,low,0
1482,red,alcohol,10.3,4.0,low,0
1483,red,fixed acidity,8.1,5.0,medium,1
1483,red,volatile acidity,0.33,5.0,medium,1
1483,red,citric acid,0.44,5.0,medium,1
1483,red,residual sugar,1.5,5.0,medium,1
1483,red,chlorides,0.042,5.0,medium,1
1483,red,free sulfur dioxide,6.0,5.0,medium,1
1483,red,total sulfur dioxide,12.0,5.0,medium,1
1483,red,density,0.99542,5.0,medium,1
1483,red,pH,3.35,5.0,medium,1
1483,red,sulphates,0.61,5.0,medium,1
1483,red,alcohol,10.7,5.0,medium,1
1484,red,fixed acidity,6.8,4.0,low,0
1484,red,volatile acidity,0.91,4.0,low,0
1484,red,citric acid,0.06,4.0,low,0
1484,red,residual sugar,2.0,4.0,low,0
1484,red,chlorides,0.06,4.0,low,0
1484,red,free sulfur dioxide,4.0,4.0,low,0
1484,red,total sulfur dioxide,11.0,4.0,low,0
1484,red,density,0.99592,4.0,low,0
1484,red,pH,3.53,4.0,low,0
1484,red,sulphates,0.64,4.0,low,0
1484,red,alcohol,10.9,4.0,low,0
1485,red,fixed acidity,7.0,5.0,medium,1
1485,red,volatile acidity,0.655,5.0,medium,1
1485,red,citric acid,0.16,5.0,medium,1
1485,red,residual sugar,2.1,5.0,medium,1
1485,red,chlorides,0.074,5.0,medium,1
1485,red,free sulfur dioxide,8.0,5.0,medium,1
1485,red,total sulfur dioxide,25.0,5.0,medium,1
1485,red,density,0.99606,5.0,medium,1
1485,red,pH,3.37,5.0,medium,1
1485,red,sulphates,0.55,5.0,medium,1
1485,red,alcohol,9.7,5.0,medium,1
1486,red,fixed acidity,6.8,5.0,medium,1
1486,red,volatile acidity,0.68,5.0,medium,1
1486,red,citric acid,0.21,5.0,medium,1
1486,red,residual sugar,2.1,5.0,medium,1
1486,red,chlorides,0.07,5.0,medium,1
1486,red,free sulfur dioxide,9.0,5.0,medium,1
1486,red,total sulfur dioxide,23.0,5.0,medium,1
1486,red,density,0.99546,5.0,medium,1
1486,red,pH,3.38,5.0,medium,1
1486,red,sulphates,0.6,5.0,medium,1
1486,red,alcohol,10.3,5.0,medium,1
1487,red,fixed acidity,6.0,5.0,medium,1
1487,red,volatile acidity,0.64,5.0,medium,1
1487,red,citric acid,0.05,5.0,medium,1
1487,red,residual sugar,1.9,5.0,medium,1
1487,red,chlorides,0.066,5.0,medium,1
1487,red,free sulfur dioxide,9.0,5.0,medium,1
1487,red,total sulfur dioxide,17.0,5.0,medium,1
1487,red,density,0.99496,5.0,medium,1
1487,red,pH,3.52,5.0,medium,1
1487,red,sulphates,0.78,5.0,medium,1
1487,red,alcohol,10.6,5.0,medium,1
1488,red,fixed acidity,5.6,5.0,medium,1
1488,red,volatile acidity,0.54,5.0,medium,1
1488,red,citric acid,0.04,5.0,medium,1
1488,red,residual sugar,1.7,5.0,medium,1
1488,red,chlorides,0.049,5.0,medium,1
1488,red,free sulfur dioxide,5.0,5.0,medium,1
1488,red,total sulfur dioxide,13.0,5.0,medium,1
1488,red,density,0.9942,5.0,medium,1
1488,red,pH,3.72,5.0,medium,1
1488,red,sulphates,0.58,5.0,medium,1
1488,red,alcohol,11.4,5.0,medium,1
1489,red,fixed acidity,6.2,6.0,medium,1
1489,red,volatile acidity,0.57,6.0,medium,1
1489,red,citric acid,0.1,6.0,medium,1
1489,red,residual sugar,2.1,6.0,medium,1
1489,red,chlorides,0.048,6.0,medium,1
1489,red,free sulfur dioxide,4.0,6.0,medium,1
1489,red,total sulfur dioxide,11.0,6.0,medium,1
1489,red,density,0.99448,6.0,medium,1
1489,red,pH,3.44,6.0,medium,1
1489,red,sulphates,0.76,6.0,medium,1
1489,red,alcohol,10.8,6.0,medium,1
1490,red,fixed acidity,7.1,6.0,medium,1
1490,red,volatile acidity,0.22,6.0,medium,1
1490,red,citric acid,0.49,6.0,medium,1
1490,red,residual sugar,1.8,6.0,medium,1
1490,red,chlorides,0.039,6.0,medium,1
1490,red,free sulfur dioxide,8.0,6.0,medium,1
1490,red,total sulfur dioxide,18.0,6.0,medium,1
1490,red,density,0.99344,6.0,medium,1
1490,red,pH,3.39,6.0,medium,1
1490,red,sulphates,0.56,6.0,medium,1
1490,red,alcohol,12.4,6.0,medium,1
1491,red,fixed acidity,5.6,5.0,medium,1
1491,red,volatile acidity,0.54,5.0,medium,1
1491,red,citric acid,0.04,5.0,medium,1
1491,red,residual sugar,1.7,5.0,medium,1
1491,red,chlorides,0.049,5.0,medium,1
1491,red,free sulfur dioxide,5.0,5.0,medium,1
1491,red,total sulfur dioxide,13.0,5.0,medium,1
1491,red,density,0.9942,5.0,medium,1
1491,red,pH,3.72,5.0,medium,1
1491,red,sulphates,0.58,5.0,medium,1
1491,red,alcohol,11.4,5.0,medium,1
1492,red,fixed acidity,6.2,5.0,medium,1
1492,red,volatile acidity,0.65,5.0,medium,1
1492,red,citric acid,0.06,5.0,medium,1
1492,red,residual sugar,1.6,5.0,medium,1
1492,red,chlorides,0.05,5.0,medium,1
1492,red,free sulfur dioxide,6.0,5.0,medium,1
1492,red,total sulfur dioxide,18.0,5.0,medium,1
1492,red,density,0.99348,5.0,medium,1
1492,red,pH,3.57,5.0,medium,1
1492,red,sulphates,0.54,5.0,medium,1
1492,red,alcohol,11.95,5.0,medium,1
1493,red,fixed acidity,7.7,5.0,medium,1
1493,red,volatile acidity,0.54,5.0,medium,1
1493,red,citric acid,0.26,5.0,medium,1
1493,red,residual sugar,1.9,5.0,medium,1
1493,red,chlorides,0.089,5.0,medium,1
1493,red,free sulfur dioxide,23.0,5.0,medium,1
1493,red,total sulfur dioxide,147.0,5.0,medium,1
1493,red,density,0.99636,5.0,medium,1
1493,red,pH,3.26,5.0,medium,1
1493,red,sulphates,0.59,5.0,medium,1
1493,red,alcohol,9.7,5.0,medium,1
1494,red,fixed acidity,6.4,7.0,high,2
1494,red,volatile acidity,0.31,7.0,high,2
1494,red,citric acid,0.09,7.0,high,2
1494,red,residual sugar,1.4,7.0,high,2
1494,red,chlorides,0.066,7.0,high,2
1494,red,free sulfur dioxide,15.0,7.0,high,2
1494,red,total sulfur dioxide,28.0,7.0,high,2
1494,red,density,0.99459,7.0,high,2
1494,red,pH,3.42,7.0,high,2
1494,red,sulphates,0.7,7.0,high,2
1494,red,alcohol,10.0,7.0,high,2
1495,red,fixed acidity,7.0,6.0,medium,1
1495,red,volatile acidity,0.43,6.0,medium,1
1495,red,citric acid,0.02,6.0,medium,1
1495,red,residual sugar,1.9,6.0,medium,1
1495,red,chlorides,0.08,6.0,medium,1
1495,red,free sulfur dioxide,15.0,6.0,medium,1
1495,red,total sulfur dioxide,28.0,6.0,medium,1
1495,red,density,0.99492,6.0,medium,1
1495,red,pH,3.35,6.0,medium,1
1495,red,sulphates,0.81,6.0,medium,1
1495,red,alcohol,10.6,6.0,medium,1
1496,red,fixed acidity,7.7,5.0,medium,1
1496,red,volatile acidity,0.54,5.0,medium,1
1496,red,citric acid,0.26,5.0,medium,1
1496,red,residual sugar,1.9,5.0,medium,1
1496,red,chlorides,0.089,5.0,medium,1
1496,red,free sulfur dioxide,23.0,5.0,medium,1
1496,red,total sulfur dioxide,147.0,5.0,medium,1
1496,red,density,0.99636,5.0,medium,1
1496,red,pH,3.26,5.0,medium,1
1496,red,sulphates,0.59,5.0,medium,1
1496,red,alcohol,9.7,5.0,medium,1
1497,red,fixed acidity,6.9,6.0,medium,1
1497,red,volatile acidity,0.74,6.0,medium,1
1497,red,citric acid,0.03,6.0,medium,1
1497,red,residual sugar,2.3,6.0,medium,1
1497,red,chlorides,0.054,6.0,medium,1
1497,red,free sulfur dioxide,7.0,6.0,medium,1
1497,red,total sulfur dioxide,16.0,6.0,medium,1
1497,red,density,0.99508,6.0,medium,1
1497,red,pH,3.45,6.0,medium,1
1497,red,sulphates,0.63,6.0,medium,1
1497,red,alcohol,11.5,6.0,medium,1
1498,red,fixed acidity,6.6,6.0,medium,1
1498,red,volatile acidity,0.895,6.0,medium,1
1498,red,citric acid,0.04,6.0,medium,1
1498,red,residual sugar,2.3,6.0,medium,1
1498,red,chlorides,0.068,6.0,medium,1
1498,red,free sulfur dioxide,7.0,6.0,medium,1
1498,red,total sulfur dioxide,13.0,6.0,medium,1
1498,red,density,0.99582,6.0,medium,1
1498,red,pH,3.53,6.0,medium,1
1498,red,sulphates,0.58,6.0,medium,1
1498,red,alcohol,10.8,6.0,medium,1
1499,red,fixed acidity,6.9,6.0,medium,1
1499,red,volatile acidity,0.74,6.0,medium,1
1499,red,citric acid,0.03,6.0,medium,1
1499,red,residual sugar,2.3,6.0,medium,1
1499,red,chlorides,0.054,6.0,medium,1
1499,red,free sulfur dioxide,7.0,6.0,medium,1
1499,red,total sulfur dioxide,16.0,6.0,medium,1
1499,red,density,0.99508,6.0,medium,1
1499,red,pH,3.45,6.0,medium,1
1499,red,sulphates,0.63,6.0,medium,1
1499,red,alcohol,11.5,6.0,medium,1
1500,red,fixed acidity,7.5,5.0,medium,1
1500,red,volatile acidity,0.725,5.0,medium,1
1500,red,citric acid,0.04,5.0,medium,1
1500,red,residual sugar,1.5,5.0,medium,1
1500,red,chlorides,0.076,5.0,medium,1
1500,red,free sulfur dioxide,8.0,5.0,medium,1
1500,red,total sulfur dioxide,15.0,5.0,medium,1
1500,red,density,0.99508,5.0,medium,1
1500,red,pH,3.26,5.0,medium,1
1500,red,sulphates,0.53,5.0,medium,1
1500,red,alcohol,9.6,5.0,medium,1
1501,red,fixed acidity,7.8,5.0,medium,1
1501,red,volatile acidity,0.82,5.0,medium,1
1501,red,citric acid,0.29,5.0,medium,1
1501,red,residual sugar,4.3,5.0,medium,1
1501,red,chlorides,0.083,5.0,medium,1
1501,red,free sulfur dioxide,21.0,5.0,medium,1
1501,red,total sulfur dioxide,64.0,5.0,medium,1
1501,red,density,0.99642,5.0,medium,1
1501,red,pH,3.16,5.0,medium,1
1501,red,sulphates,0.53,5.0,medium,1
1501,red,alcohol,9.4,5.0,medium,1
1502,red,fixed acidity,7.3,5.0,medium,1
1502,red,volatile acidity,0.585,5.0,medium,1
1502,red,citric acid,0.18,5.0,medium,1
1502,red,residual sugar,2.4,5.0,medium,1
1502,red,chlorides,0.078,5.0,medium,1
1502,red,free sulfur dioxide,15.0,5.0,medium,1
1502,red,total sulfur dioxide,60.0,5.0,medium,1
1502,red,density,0.99638,5.0,medium,1
1502,red,pH,3.31,5.0,medium,1
1502,red,sulphates,0.54,5.0,medium,1
1502,red,alcohol,9.8,5.0,medium,1
1503,red,fixed acidity,6.2,6.0,medium,1
1503,red,volatile acidity,0.44,6.0,medium,1
1503,red,citric acid,0.39,6.0,medium,1
1503,red,residual sugar,2.5,6.0,medium,1
1503,red,chlorides,0.077,6.0,medium,1
1503,red,free sulfur dioxide,6.0,6.0,medium,1
1503,red,total sulfur dioxide,14.0,6.0,medium,1
1503,red,density,0.99555,6.0,medium,1
1503,red,pH,3.51,6.0,medium,1
1503,red,sulphates,0.69,6.0,medium,1
1503,red,alcohol,11.0,6.0,medium,1
1504,red,fixed acidity,7.5,6.0,medium,1
1504,red,volatile acidity,0.38,6.0,medium,1
1504,red,citric acid,0.57,6.0,medium,1
1504,red,residual sugar,2.3,6.0,medium,1
1504,red,chlorides,0.106,6.0,medium,1
1504,red,free sulfur dioxide,5.0,6.0,medium,1
1504,red,total sulfur dioxide,12.0,6.0,medium,1
1504,red,density,0.99605,6.0,medium,1
1504,red,pH,3.36,6.0,medium,1
1504,red,sulphates,0.55,6.0,medium,1
1504,red,alcohol,11.4,6.0,medium,1
1505,red,fixed acidity,6.7,3.0,low,0
1505,red,volatile acidity,0.76,3.0,low,0
1505,red,citric acid,0.02,3.0,low,0
1505,red,residual sugar,1.8,3.0,low,0
1505,red,chlorides,0.078,3.0,low,0
1505,red,free sulfur dioxide,6.0,3.0,low,0
1505,red,total sulfur dioxide,12.0,3.0,low,0
1505,red,density,0.996,3.0,low,0
1505,red,pH,3.55,3.0,low,0
1505,red,sulphates,0.63,3.0,low,0
1505,red,alcohol,9.95,3.0,low,0
1506,red,fixed acidity,6.8,6.0,medium,1
1506,red,volatile acidity,0.81,6.0,medium,1
1506,red,citric acid,0.05,6.0,medium,1
1506,red,residual sugar,2.0,6.0,medium,1
1506,red,chlorides,0.07,6.0,medium,1
1506,red,free sulfur dioxide,6.0,6.0,medium,1
1506,red,total sulfur dioxide,14.0,6.0,medium,1
1506,red,density,0.99562,6.0,medium,1
1506,red,pH,3.51,6.0,medium,1
1506,red,sulphates,0.66,6.0,medium,1
1506,red,alcohol,10.8,6.0,medium,1
1507,red,fixed acidity,7.5,6.0,medium,1
1507,red,volatile acidity,0.38,6.0,medium,1
1507,red,citric acid,0.57,6.0,medium,1
1507,red,residual sugar,2.3,6.0,medium,1
1507,red,chlorides,0.106,6.0,medium,1
1507,red,free sulfur dioxide,5.0,6.0,medium,1
1507,red,total sulfur dioxide,12.0,6.0,medium,1
1507,red,density,0.99605,6.0,medium,1
1507,red,pH,3.36,6.0,medium,1
1507,red,sulphates,0.55,6.0,medium,1
1507,red,alcohol,11.4,6.0,medium,1
1508,red,fixed acidity,7.1,6.0,medium,1
1508,red,volatile acidity,0.27,6.0,medium,1
1508,red,citric acid,0.6,6.0,medium,1
1508,red,residual sugar,2.1,6.0,medium,1
1508,red,chlorides,0.074,6.0,medium,1
1508,red,free sulfur dioxide,17.0,6.0,medium,1
1508,red,total sulfur dioxide,25.0,6.0,medium,1
1508,red,density,0.99814,6.0,medium,1
1508,red,pH,3.38,6.0,medium,1
1508,red,sulphates,0.72,6.0,medium,1
1508,red,alcohol,10.6,6.0,medium,1
1509,red,fixed acidity,7.9,5.0,medium,1
1509,red,volatile acidity,0.18,5.0,medium,1
1509,red,citric acid,0.4,5.0,medium,1
1509,red,residual sugar,1.8,5.0,medium,1
1509,red,chlorides,0.062,5.0,medium,1
1509,red,free sulfur dioxide,7.0,5.0,medium,1
1509,red,total sulfur dioxide,20.0,5.0,medium,1
1509,red,density,0.9941,5.0,medium,1
1509,red,pH,3.28,5.0,medium,1
1509,red,sulphates,0.7,5.0,medium,1
1509,red,alcohol,11.1,5.0,medium,1
1510,red,fixed acidity,6.4,6.0,medium,1
1510,red,volatile acidity,0.36,6.0,medium,1
1510,red,citric acid,0.21,6.0,medium,1
1510,red,residual sugar,2.2,6.0,medium,1
1510,red,chlorides,0.047,6.0,medium,1
1510,red,free sulfur dioxide,26.0,6.0,medium,1
1510,red,total sulfur dioxide,48.0,6.0,medium,1
1510,red,density,0.99661,6.0,medium,1
1510,red,pH,3.47,6.0,medium,1
1510,red,sulphates,0.77,6.0,medium,1
1510,red,alcohol,9.7,6.0,medium,1
1511,red,fixed acidity,7.1,5.0,medium,1
1511,red,volatile acidity,0.69,5.0,medium,1
1511,red,citric acid,0.04,5.0,medium,1
1511,red,residual sugar,2.1,5.0,medium,1
1511,red,chlorides,0.068,5.0,medium,1
1511,red,free sulfur dioxide,19.0,5.0,medium,1
1511,red,total sulfur dioxide,27.0,5.0,medium,1
1511,red,density,0.99712,5.0,medium,1
1511,red,pH,3.44,5.0,medium,1
1511,red,sulphates,0.67,5.0,medium,1
1511,red,alcohol,9.8,5.0,medium,1
1512,red,fixed acidity,6.4,6.0,medium,1
1512,red,volatile acidity,0.79,6.0,medium,1
1512,red,citric acid,0.04,6.0,medium,1
1512,red,residual sugar,2.2,6.0,medium,1
1512,red,chlorides,0.061,6.0,medium,1
1512,red,free sulfur dioxide,11.0,6.0,medium,1
1512,red,total sulfur dioxide,17.0,6.0,medium,1
1512,red,density,0.99588,6.0,medium,1
1512,red,pH,3.53,6.0,medium,1
1512,red,sulphates,0.65,6.0,medium,1
1512,red,alcohol,10.4,6.0,medium,1
1513,red,fixed acidity,6.4,6.0,medium,1
1513,red,volatile acidity,0.56,6.0,medium,1
1513,red,citric acid,0.15,6.0,medium,1
1513,red,residual sugar,1.8,6.0,medium,1
1513,red,chlorides,0.078,6.0,medium,1
1513,red,free sulfur dioxide,17.0,6.0,medium,1
1513,red,total sulfur dioxide,65.0,6.0,medium,1
1513,red,density,0.99294,6.0,medium,1
1513,red,pH,3.33,6.0,medium,1
1513,red,sulphates,0.6,6.0,medium,1
1513,red,alcohol,10.5,6.0,medium,1
1514,red,fixed acidity,6.9,6.0,medium,1
1514,red,volatile acidity,0.84,6.0,medium,1
1514,red,citric acid,0.21,6.0,medium,1
1514,red,residual sugar,4.1,6.0,medium,1
1514,red,chlorides,0.074,6.0,medium,1
1514,red,free sulfur dioxide,16.0,6.0,medium,1
1514,red,total sulfur dioxide,65.0,6.0,medium,1
1514,red,density,0.99842,6.0,medium,1
1514,red,pH,3.53,6.0,medium,1
1514,red,sulphates,0.72,6.0,medium,1
1514,red,alcohol,9.23333333333333,6.0,medium,1
